pos,signal,snr,fspl,label
1106,-98,5.5,-161.0365105,0
1107,-97,6.199999809,-161.0318435,0
1108,-105,12.5,-91.37497985,0
1109,-99,4.5,-161.0325052,0
1110,-93,8.5,-161.0379892,0
1111,-104,-2.200000048,-161.0288882,0
1112,-95,12.19999981,-91.37497985,0
1113,-106,-12,-161.0409263,0
1114,-99,11.80000019,-76.00505441,0
1115,-70,10.19999981,-92.11660127,0
1116,-29,10.80000019,-80.84227168,0
1117,-93,12.80000019,-76.00505441,0
1118,-37,11.19999981,-80.84227168,0
1119,-78,10.5,-92.11660127,0
1120,-97,10.19999981,-76.00505441,0
1121,-73,11.80000019,-92.11660127,0
1122,-95,10.5,-76.00505441,0
1123,-43,10.5,-80.84227168,0
1124,-45,11.5,-83.80998302,0
1125,-72,7.800000191,-92.11660127,0
1126,-93,7,-87.79942977,0
1127,-30,12.19999981,-80.84227168,0
1128,-91,12.19999981,-87.79942977,0
1129,-43,13.80000019,-83.80998302,0
1130,-87,14.19999981,-76.00505441,0
1131,-35,13.80000019,-80.84227168,0
1132,-95,13.5,-87.79942977,0
1133,-77,14.80000019,-92.11660127,0
1134,-84,11.80000019,-76.00505441,0
1135,-30,10.19999981,-80.84227168,0
1136,-42,12.80000019,-83.80998302,0
1137,-82,10.5,-76.00505441,0
1138,-30,12.80000019,-80.84227168,0
1139,-85,9.5,-76.00505441,0
1140,-37,8.800000191,-83.80998302,0
1141,-100,11.80000019,-87.79942977,0
1142,-75,10.19999981,-92.11660127,0
1143,-42,12.80000019,-83.80998302,0
1144,-41,15,-83.80998302,0
1145,-84,13.5,-76.00505441,0
1146,-94,12,-87.79942977,0
1147,-83,9.5,-76.00505441,0
1148,-30,13.80000019,-80.84227168,0
1149,-100,11,-87.79942977,0
1150,-103,11.80000019,-87.79942977,0
1151,-90,12.5,-76.00505441,0
1152,-57,10.80000019,-83.80998302,0
1153,-37,12.5,-80.84227168,0
1154,-101,11,-87.79942977,0
1155,-91,14.5,-76.00505441,0
1156,-55,12.19999981,-83.80998302,0
1157,-103,13.80000019,-87.79942977,0
1158,-95,-11.19999981,-80.84227168,0
1159,-90,10,-76.00505441,0
1160,-113,4.199999809,-118.7045162,0
1161,-108,7.800000191,-118.2117656,0
1162,-55,10.19999981,-124.4027228,0
1163,-91,8.5,-123.8790063,0
1164,-96,8.5,-124.4226922,0
1165,-84,7.5,-124.3199238,0
1166,-93,9.5,-123.8790063,0
1167,-55,10,-124.4027228,0
1168,-111,9.800000191,-118.2117656,0
1169,-120,-9.199999809,-124.3451908,0
1170,-84,10.80000019,-124.3199238,0
1171,-125,-3.200000048,-118.124938,0
1172,-117,-3.5,-124.3451908,0
1173,-125,4.5,-118.7045162,0
1174,-93,8.199999809,-124.3199238,0
1175,-90,8,-124.4226922,0
1176,-54,8.800000191,-124.4027228,0
1177,-86,8.199999809,-124.4332202,0
1178,-89,8,-123.8790063,0
1179,-108,7.5,-123.6661184,0
1180,-89,6.5,-124.4226922,0
1181,-59,9,-124.4027228,0
1182,-112,7.800000191,-123.6661184,0
1183,-108,7,-123.6141277,0
1184,-119,7.199999809,-123.6913986,0
1185,-109,8.800000191,-124.4226922,0
1186,-84,13.80000019,-114.3861278,0
1187,-85,12.80000019,-123.492995,0
1188,-101,-15,-94.50711986,0
1189,-40,14,-83.94822541,0
1190,-48,10.19999981,-107.1518318,0
1191,-84,14.19999981,-127.9709548,0
1192,-83,9.800000191,-105.3581026,0
1193,-41,14,-83.94822541,0
1194,-64,10.80000019,-72.86321939,0
1195,-103,-9.199999809,-93.95583041,0
1196,-85,8.199999809,-105.3581026,0
1197,-87,9.800000191,-105.5779067,0
1198,-103,-6.5,-93.95583041,0
1199,-49,8.800000191,-107.1518318,0
1200,-100,-9.800000191,-89.45533586,0
1201,-85,10.19999981,-127.9709548,0
1202,-90,8.5,-127.8122242,0
1203,-103,-7,-93.95583041,0
1204,-66,7.800000191,-72.86321939,0
1205,-41,8.800000191,-107.1518318,0
1206,-93,11,-127.9709548,0
1207,-89,9.800000191,-117.1168777,0
1208,-90,13.19999981,-123.492995,0
1209,-85,11,-116.8167277,0
1210,-73,10.19999981,-72.86321939,0
1211,-115,-13.19999981,-100.1967069,0
1212,-87,10.80000019,-127.9709548,0
1213,-111,5.800000191,-81.9475056,0
1214,-46,13,-107.1518318,0
1215,-77,10.19999981,-72.86321939,0
1216,-103,-8.800000191,-95.96361565,0
1217,-97,-16,-95.19999875,0
1218,-117,-2.799999952,-91.91543566,0
1219,-119,-7.5,-95.68001063,0
1220,-85,6.800000191,-114.3861278,0
1221,-99,10.5,-127.8122242,0
1222,-120,-3,-91.91543566,0
1223,-87,13.19999981,-127.859993,0
1224,-73,14.19999981,-72.86321939,0
1225,-104,-10.5,-93.95583041,0
1226,-95,14,-80.75442901,0
1227,-99,-11.19999981,-91.14198253,0
1228,-42,13.19999981,-83.94822541,0
1229,-71,13,-80.23940637,0
1230,-89,11.80000019,-106.1771093,0
1231,-115,-3,-91.91543566,0
1232,-107,7.5,-81.9475056,0
1233,-70,11.80000019,-80.23940637,0
1234,-99,-10.19999981,-91.14198253,0
1235,-97,10.80000019,-80.75442901,0
1236,-94,11.80000019,-127.8122242,0
1237,-42,14.5,-83.94822541,0
1238,-71,10.80000019,-72.86321939,0
1239,-104,-15,-93.95583041,0
1240,-44,12.80000019,-107.1518318,0
1241,-105,-11,-93.95583041,0
1242,-47,12.80000019,-83.94822541,0
1243,-73,10.5,-72.86321939,0
1244,-89,13,-105.5779067,0
1245,-89,11.80000019,-106.1771093,0
1246,-91,10,-114.3861278,0
1247,-90,9.5,-123.492995,0
1248,-88,12.5,-127.9709548,0
1249,-48,13,-83.94822541,0
1250,-73,11.19999981,-72.86321939,0
1251,-63,9.199999809,-77.31809797,0
1252,-90,11.5,-105.3581026,0
1253,-93,9,-124.6305229,0
1254,-88,10.19999981,-114.3861278,0
1255,-88,12.80000019,-123.492995,0
1256,-87,11.19999981,-80.23940637,0
1257,-103,8.5,-81.9475056,0
1258,-104,-5.800000191,-93.95583041,0
1259,-91,10.19999981,-124.6305229,0
1260,-45,13.19999981,-83.94822541,0
1261,-97,10,-124.6515507,0
1262,-91,11.19999981,-125.5060118,0
1263,-113,10.19999981,-124.4994805,0
1264,-114,8.5,-125.3187073,0
1265,-96,10.5,-124.9931843,0
1266,-86,9.199999809,-124.9931843,0
1267,-96,8.199999809,-124.6515507,0
1268,-113,6,-125.1743984,0
1269,-108,8.800000191,-124.4994805,0
1270,-101,7.5,-124.7747428,0
1271,-112,6,-124.874164,0
1272,-112,6,-125.3187073,0
1273,-93,9.800000191,-124.9931843,0
1274,-54,8.199999809,-124.6814942,0
1275,-95,8.199999809,-124.6515507,0
1276,-52,7.199999809,-124.6814942,0
1277,-99,9.5,-122.8981095,0
1278,-88,7.800000191,-124.9931843,0
1279,-96,6,-124.6515507,0
1280,-90,1.799999952,-124.6305229,0
1281,-95,9.800000191,-122.8981095,0
1282,-114,4.800000191,-125.4331182,0
1283,-111,6.199999809,-125.3554669,0
1284,-89,7.5,-124.6305229,0
1285,-95,8.800000191,-124.6515507,0
1286,-89,10,-125.5060118,0
1287,-91,8.5,-124.6305229,0
1288,-112,6.5,-125.3187073,0
1289,-109,7.199999809,-124.4994805,0
1290,-103,5,-118.5199553,0
1291,-108,7.5,-124.4994805,0
1292,-111,8.5,-124.874164,0
1293,-96,8.5,-124.6515507,0
1294,-112,4,-124.6814007,0
1295,-100,10,-118.5199553,0
1296,-102,10.5,-122.8981095,0
1297,-117,7,-120.3282753,0
1298,-61,9,-124.6814942,0
1299,-109,8.5,-124.6515507,0
1300,-95,10,-124.6305229,0
1301,-114,3.200000048,-125.2904734,0
1302,-115,5.5,-125.1743984,0
1303,-105,8,-124.8377246,0
1304,-96,8,-124.6515507,0
1305,-58,8.800000191,-124.6814942,0
1306,-115,8,-124.874164,0
1307,-63,8.5,-124.6814942,0
1308,-111,8.5,-124.7747428,0
1309,-97,8.800000191,-125.5060118,0
1310,-102,10.19999981,-122.8981095,0
1311,-107,8.5,-83.21615235,0
1312,-105,10.19999981,-124.7747428,0
1313,-105,7.800000191,-123.6141277,0
1314,-111,7.5,-127.4012547,0
1315,-88,7.800000191,-105.7568708,0
1316,-103,8,-118.1694236,0
1317,-95,7,-105.6741636,0
1318,-108,7.800000191,-118.1770383,0
1319,-65,9.800000191,-106.2578343,0
1320,-99,8.800000191,-123.0813402,0
1321,-111,7.800000191,-110.7058683,0
1322,-103,8.199999809,-123.6141277,0
1323,-105,10.5,-124.7747428,0
1324,-99,9,-104.3157361,0
1325,-125,-13,-105.4244844,0
1326,-101,7.800000191,-127.3419981,0
1327,-65,8,-106.2578343,0
1328,-113,-2.5,-105.6218377,0
1329,-93,7.5,-105.6741636,0
1330,-90,9,-105.7568708,0
1331,-106,8.199999809,-118.1770383,0
1332,-108,6.800000191,-110.7058683,0
1333,-65,10.5,-106.2578343,0
1334,-89,9.199999809,-105.7568708,0
1335,-102,8.5,-105.6741636,0
1336,-6,12,-122.8074371,0
1337,-7,14,-122.8074371,0
1338,-7,12,-122.8074371,0
1339,-6,13.80000019,-122.8074371,0
1340,-5,13.5,-122.8074371,0
1341,-5,12,-122.8074371,0
1342,-102,-15.5,-97.17968573,0
1343,-11,13.80000019,-122.8074371,0
1344,-9,12.5,-122.8074371,0
1345,-6,12.80000019,-122.8074371,0
1346,-66,10,-110.6144715,0
1347,-95,10.80000019,-127.0220654,0
1348,-97,11.5,-128.1221063,0
1349,-51,10.19999981,-108.1588058,0
1350,-77,10,-109.7135315,0
1351,-123,-14.19999981,-123.8646031,0
1352,-93,10.5,-89.92014084,0
1353,-89,10,-97.39391669,0
1354,-90,9.800000191,-97.79428138,0
1355,-83,9.5,-91.92690296,0
1356,-123,-8.800000191,-123.7239859,0
1357,-89,8.199999809,-89.92014084,0
1358,-125,-16,-123.6382739,0
1359,-99,8.800000191,-89.92014084,0
1360,-96,10,-97.39391669,0
1361,-125,-9.199999809,-123.7239859,0
1362,-97,8.5,-97.79428138,0
1363,-93,10.5,-97.39391669,0
1364,-84,9,-91.92690296,0
1365,-101,7,-93.83553629,0
1366,-123,-15.19999981,-123.6382739,0
1367,-91,10.5,-97.79428138,0
1368,-96,10.19999981,-97.39391669,0
1369,-105,11.19999981,-93.83553629,0
1370,-124,-8.199999809,-123.7239859,0
1371,-87,8.800000191,-97.79428138,0
1372,-92,9.800000191,-89.92014084,0
1373,-125,-16,-123.6382739,0
1374,-90,9,-97.79428138,0
1375,-95,11.19999981,-97.39391669,0
1376,-103,10.5,-93.83553629,0
1377,-125,-8.800000191,-123.7239859,0
1378,-99,11.5,-97.39391669,0
1379,-125,-16.79999924,-123.6382739,0
1380,-94,9.800000191,-97.79428138,0
1381,-105,11.5,-93.83553629,0
1382,-97,9,-97.79428138,0
1383,-99,10.19999981,-89.92014084,0
1384,-123,-17,-123.6382739,0
1385,-107,11.5,-93.83553629,0
1386,-125,-8.199999809,-123.7239859,0
1387,-97,12.5,-97.39391669,0
1388,-89,10,-91.92690296,0
1389,-123,-11.80000019,-123.7239859,0
1390,-90,9.800000191,-97.79428138,0
1391,-125,-8.5,-123.7239859,0
1392,-93,9.199999809,-97.79428138,0
1393,-97,11,-97.39391669,0
1394,-123,-14.5,-123.6382739,0
1395,-87,9.800000191,-91.92690296,0
1396,-121,-8,-123.7239859,0
1397,-102,10.19999981,-93.83553629,0
1398,-89,9.5,-97.39391669,0
1399,-90,8.5,-97.79428138,0
1400,-121,-14.19999981,-123.6382739,0
1401,-100,8.199999809,-93.83553629,0
1402,-93,8.5,-97.39391669,0
1403,-124,-16.20000076,-123.6382739,0
1404,-84,5.800000191,-91.92690296,0
1405,-121,-9.800000191,-123.7239859,0
1406,-90,9.5,-97.79428138,0
1407,-105,8.800000191,-93.83553629,0
1408,-123,-16.79999924,-123.6382739,0
1409,-121,-7.800000191,-123.7239859,0
1410,-84,10,-91.92690296,0
1411,-122,-9.5,-123.7239859,0
1412,-84,9.800000191,-91.92690296,0
1413,-94,11.80000019,-97.39391669,0
1414,-89,8,-97.79428138,0
1415,-99,9.5,-97.39391669,0
1416,-99,9.199999809,-97.79428138,0
1417,-89,10.5,-91.92690296,0
1418,-125,-9.5,-123.7239859,0
1419,-101,8.199999809,-97.79428138,0
1420,-107,11.5,-93.83553629,0
1421,-122,-9.800000191,-123.7239859,0
1422,-93,9.5,-91.92690296,0
1423,-95,8,-91.92690296,0
1424,-107,11.80000019,-93.83553629,0
1425,-103,11.19999981,-97.39391669,0
1426,-101,9.5,-97.79428138,0
1427,-125,-10,-123.7239859,0
1428,-95,11.19999981,-97.39391669,0
1429,-121,-15.19999981,-123.6382739,0
1430,-84,9.199999809,-91.92690296,0
1431,-124,-9.800000191,-123.7239859,0
1432,-89,8.5,-97.79428138,0
1433,-105,11.19999981,-93.83553629,0
1434,-124,-9.800000191,-123.7239859,0
1435,-87,9,-97.79428138,0
1436,-95,10.19999981,-97.39391669,0
1437,-85,9.5,-91.92690296,0
1438,-121,-14.80000019,-123.6382739,0
1439,-89,10.19999981,-97.39391669,0
1440,-120,-8.800000191,-123.7239859,0
1441,-91,10.5,-97.79428138,0
1442,-90,9.5,-91.92690296,0
1443,-94,9.800000191,-97.79428138,0
1444,-124,-9.800000191,-123.7239859,0
1445,-101,10,-93.83553629,0
1446,-85,8,-91.92690296,0
1447,-101,7.800000191,-93.83553629,0
1448,-123,-9,-123.7239859,0
1449,-90,10,-97.79428138,0
1450,-95,10,-97.79428138,0
1451,-103,10.19999981,-97.39391669,0
1452,-123,-8.800000191,-123.7239859,0
1453,-107,11.80000019,-93.83553629,0
1454,-103,9.199999809,-97.39391669,0
1455,-97,11.19999981,-97.79428138,0
1456,-123,-9,-123.7239859,0
1457,-97,6.5,-91.92690296,0
1458,-125,-9.199999809,-123.7239859,0
1459,-95,10.19999981,-97.39391669,0
1460,-94,11,-97.39391669,0
1461,-95,11.80000019,-91.92690296,0
1462,-102,8.5,-93.83553629,0
1463,-122,-14.80000019,-123.6382739,0
1464,-123,-9,-123.7239859,0
1465,-123,-15,-123.6382739,0
1466,-125,-9.800000191,-123.7239859,0
1467,-87,11.19999981,-91.92690296,0
1468,-94,7.199999809,-93.83553629,0
1469,-90,10.19999981,-97.79428138,0
1470,-91,7.800000191,-91.92690296,0
1471,-123,-9.5,-123.7239859,0
1472,-89,9.800000191,-97.79428138,0
1473,-94,8.800000191,-97.39391669,0
1474,-90,7,-93.83553629,0
1475,-123,-14,-123.7158354,0
1476,-121,7,-86.22685397,0
1477,-101,11.19999981,-91.62739531,0
1478,-97,12.5,-94.0304669,0
1479,-93,11.5,-93.13465424,0
1480,-99,11.19999981,-91.62739531,0
1481,-120,7,-86.22685397,0
1482,-124,-14.19999981,-123.7158354,0
1483,-89,12.5,-94.0304669,0
1484,-81,10.19999981,-87.41396264,0
1485,-95,11.80000019,-93.13465424,0
1486,-84,11.80000019,-87.41396264,0
1487,-95,11.19999981,-86.22685397,0
1488,-103,12.19999981,-91.62739531,0
1489,-125,-11.80000019,-123.7158354,0
1490,-97,11,-93.13465424,0
1491,-99,8.800000191,-91.62739531,0
1492,-90,7.5,-93.13465424,0
1493,-90,7.800000191,-86.22685397,0
1494,-89,8.800000191,-94.0304669,0
1495,-79,7.199999809,-87.41396264,0
1496,-101,8.800000191,-91.62739531,0
1497,-94,9,-86.22685397,0
1498,-123,-15.5,-123.7158354,0
1499,-91,10.19999981,-94.0304669,0
1500,-103,11.80000019,-91.62739531,0
1501,-84,10.19999981,-87.41396264,0
1502,-96,10.19999981,-86.22685397,0
1503,-91,9.800000191,-93.13465424,0
1504,-83,10.80000019,-87.41396264,0
1505,-90,8.5,-94.0304669,0
1506,-111,6.800000191,-86.22685397,0
1507,-89,12,-94.0304669,0
1508,-99,10.80000019,-91.62739531,0
1509,-77,9.199999809,-87.41396264,0
1510,-90,11.80000019,-93.13465424,0
1511,-115,7.5,-86.22685397,0
1512,-121,-15.19999981,-123.7158354,0
1513,-89,10.5,-94.0304669,0
1514,-97,11,-91.62739531,0
1515,-91,8.199999809,-93.13465424,0
1516,-91,9.5,-93.13465424,0
1517,-100,10.5,-91.62739531,0
1518,-90,8.800000191,-86.22685397,0
1519,-77,9,-87.41396264,0
1520,-89,9.5,-93.13465424,0
1521,-116,6.5,-86.22685397,0
1522,-89,11.5,-94.0304669,0
1523,-99,10.19999981,-91.62739531,0
1524,-89,10,-86.22685397,0
1525,-100,10.5,-91.62739531,0
1526,-75,9.5,-87.41396264,0
1527,-89,8.800000191,-93.13465424,0
1528,-80,12,-87.41396264,0
1529,-90,9.199999809,-93.13465424,0
1530,-117,6.800000191,-86.22685397,0
1531,-89,11.80000019,-94.0304669,0
1532,-91,10.5,-94.0304669,0
1533,-81,11.5,-87.41396264,0
1534,-101,12.19999981,-91.62739531,0
1535,-91,9.199999809,-93.13465424,0
1536,-91,8.5,-94.0304669,0
1537,-79,6,-87.41396264,0
1538,-100,8.199999809,-91.62739531,0
1539,-91,7.800000191,-93.13465424,0
1540,-95,8.5,-93.13465424,0
1541,-81,11,-87.41396264,0
1542,-101,11,-91.62739531,0
1543,-88,9,-94.0304669,0
1544,-102,10.5,-91.62739531,0
1545,-95,10,-86.22685397,0
1546,-89,8,-94.0304669,0
1547,-88,9.5,-93.13465424,0
1548,-91,9.5,-87.41396264,0
1549,-97,9,-93.13465424,0
1550,-125,7,-86.22685397,0
1551,-103,9.800000191,-91.62739531,0
1552,-93,10,-94.0304669,0
1553,-107,11.5,-91.62739531,0
1554,-99,9.800000191,-86.22685397,0
1555,-84,11,-87.41396264,0
1556,-99,8.199999809,-93.13465424,0
1557,-100,10,-91.62739531,0
1558,-90,10.19999981,-94.0304669,0
1559,-105,9.5,-91.62739531,0
1560,-94,12.80000019,-93.13465424,0
1561,-89,10,-94.0304669,0
1562,-95,12,-86.22685397,0
1563,-78,8.800000191,-87.41396264,0
1564,-103,11.80000019,-91.62739531,0
1565,-108,10.5,-93.13465424,0
1566,-89,10,-94.0304669,0
1567,-126,2,-86.22685397,0
1568,-76,10.19999981,-87.41396264,0
1569,-101,1.799999952,-161.0279992,0
1570,-90,9.800000191,-161.0379892,0
1571,-98,5.5,-161.0365105,0
1572,-97,6.199999809,-161.0318435,0
1573,-105,12.5,-91.37497985,0
1574,-99,4.5,-161.0325052,0
1575,-93,8.5,-161.0379892,0
1576,-104,-2.200000048,-161.0288882,0
1577,-95,12.19999981,-91.37497985,0
1578,-106,-12,-161.0409263,0
1579,-60,13,-101.5564528,0
1580,-37,16,-82.25429307,0
1581,-46,11.5,-86.7420689,0
1582,-43,13.80000019,-95.26701375,0
1583,-41,13.5,-103.3447489,0
1584,-39,11,-95.26701375,0
1585,-48,11,-95.2053063,0
1586,-49,7.5,-86.7420689,0
1587,-47,9.199999809,-100.3270517,0
1588,-28,10.80000019,-97.63663341,0
1589,-27,14.5,-97.63663341,0
1590,-23,12.19999981,-73.46819151,0
1591,-19,12,-75.64561849,0
1592,-17,12.80000019,-152.6387175,0
1593,-19,12.80000019,-74.11338618,0
1594,-1,9.199999809,-152.5951953,0
1595,-21,12.5,-75.64561849,0
1596,-120,-0.5,-116.2511235,0
1597,-59,12.5,-69.90637133,0
1598,-23,13.19999981,-73.46819151,0
1599,-15,13.5,-152.6387175,0
1600,1,10.80000019,-74.96333026,0
1601,7,10.19999981,-152.5951953,0
1602,-90,9.800000191,-73.88533498,0
1603,-4,13,-70.17243133,0
1604,-13,14,-74.11338618,0
1605,-3,8,-74.96333026,0
1606,-23,9,-56.12815786,0
1607,-53,8.800000191,-69.90637133,0
1608,-7,7.199999809,-152.5951953,0
1609,-18,9.5,-73.46819151,0
1610,-36,13.5,-101.6806717,0
1611,-65,8.800000191,-89.35189003,0
1612,-25,13.5,-100.3187918,0
1613,-89,6.800000191,-86.42780299,0
1614,-49,13,-97.66167034,0
1615,-48,14.19999981,-88.13044337,0
1616,-21,14.80000019,-102.6756944,0
1617,-50,16,-97.66167034,0
1618,-30,14.5,-103.6070019,0
1619,-36,13.80000019,-101.6806717,0
1620,-48,14.19999981,-92.01940176,0
1621,-100,11.80000019,-86.95651021,0
1622,-69,13.5,-89.35189003,0
1623,-53,12.80000019,-86.7420689,0
1624,-28,14.19999981,-104.2905992,0
1625,-52,12.5,-97.66167034,0
1626,-35,14.19999981,-101.6806717,0
1627,-41,13,-92.5871104,0
1628,-40,12.19999981,-98.36096901,0
1629,-48,14.80000019,-92.01940176,0
1630,-50,14.80000019,-97.66167034,0
1631,-48,13.80000019,-92.01940176,0
1632,-100,12.5,-86.95651021,0
1633,-25,13.80000019,-100.3187918,0
1634,-48,13.19999981,-86.7420689,0
1635,-67,12.80000019,-89.35189003,0
1636,-51,12.80000019,-97.66167034,0
1637,-48,14.19999981,-94.41209955,0
1638,-42,13.5,-98.36096901,0
1639,-50,13.19999981,-97.66167034,0
1640,-29,13,-104.2905992,0
1641,-55,15.5,-100.4362412,0